Restaurant Name,Common Name,Inspection Date,Score,Address,Facility City,Zip Code,Facility ID,Process Description,
Lakeside Pizza and Grill,,2/15/2017,77,"2900 N QUINLAN PARK RD
AUSTIN, TX 78732
(30.369177603278988, -97.8926312566579)",AUSTIN,78732,10072736,Routine Inspection,
Crosswater Yacht Club,,5/14/2018,98,"1505 HURST CREEK RD
LAKEWAY, TX 78734
(30.390016897280248, -97.96656703104627)",AUSTIN,78734,11001069,Routine Inspection,
Target Store #96,,8/21/2018,97,"2300 W BEN WHITE BLVD
AUSTIN, TX 78704
(30.232826156307706, -97.7924283580204)",AUSTIN,78704,2800638,Routine Inspection,
Kiker Elementary,,9/8/2017,98,"5913 LA CROSSE AVE
AUSTIN, TX 78739
(30.191875610751776, -97.88138492267619)",AUSTIN,78739,2800126,Routine Inspection,
Express Food Mart,,1/26/2018,94,"8201 CROSS PARK DR
AUSTIN, TX 78754
(30.330675253622722, -97.66710549550199)",AUSTIN,78754,11660217,Routine Inspection,
Last Straw,,8/16/2018,90,"1914 E 6TH ST
AUSTIN, TX 78702
(30.26167906851667, -97.72154877617713)",AUSTIN,78702,11223375,Routine Inspection,
Thai Taste,,10/16/2018,74,"7010 W SH
AUSTIN, TX 78735
(30.235805771974658, -97.87599849141607)",AUSTIN,78735,10446066,Routine Inspection,
COTA - Pizza Hut Grand Plaza,,10/20/2017,93,"9201 CIRCUIT OF THE AMERICAS BLVD
AUSTIN, TX 78617
(30.135639980655224, -97.64405177187912)",AUSTIN,78617,11229109,Routine Inspection,
Barcelona - Austin,,2/28/2019,86,"209 E 6TH ST
AUSTIN, TX 78701
(30.267324585486037, -97.74113983869343)",AUSTIN,78701,11815643,Routine Inspection,
Wendy's W118,,7/11/2018,88,"1000 E 41ST ST
AUSTIN, TX 78751
(30.300469388987977, -97.71965420627991)",AUSTIN,78751,11119191,Routine Inspection,
Blue Dahlia Bistro,,3/5/2018,84,"1115 E 11TH ST
AUSTIN, TX 78702
(30.268840218483025, -97.72874375417271)",AUSTIN,78702,2802522,Routine Inspection,
JD's Supermarket - Bakery/Deli,,1/10/2017,64,"9111 FM 812 RD
AUSTIN, TX 78719
(30.161368230133668, -97.68769545105923)",AUSTIN,78719,10964142,Routine Inspection,
Stardust Club,,6/20/2018,90,"11940 MANCHACA RD
AUSTIN, TX 78748
(30.145734104630595, -97.83356472643524)",AUSTIN,78748,2801161,Routine Inspection,
Club Pachanga,,5/16/2018,93,"2120 E RIVERSIDE DR
AUSTIN, TX 78741
(30.24000985382491, -97.7263325697965)",AUSTIN,78741,10558970,Routine Inspection,
OLA Poke,,12/11/2018,79,"6808 N LAMAR BLVD
AUSTIN, TX 78752
(30.336063311632593, -97.72069660689263)",AUSTIN,78752,10105455,Routine Inspection,
Brew Market and Cafe,,1/30/2018,94,"3842 AIRPORT BLVD
AUSTIN, TX 78722
(30.288915410760154, -97.7077577076736)",AUSTIN,78722,2803723,Routine Inspection,
South Austin Center (Sr Lunch),,7/23/2018,100,"2508 DURWOOD ST
AUSTIN, TX 78704
(30.239232435221396, -97.75998638630708)",AUSTIN,78704,2800257,Routine Inspection,
Family Tree Assisted Living,,12/17/2018,95,"15309 DELAHUNTY LN
AUSTIN, TX 78660
(30.441098195761974, -97.65042117368982)",AUSTIN,78660,11572132,Routine Inspection,
Tangent Cafe & Catering,,2/28/2018,92,"6500 RIVER PLACE BLVD
AUSTIN, TX 78730
(30.39212475168249, -97.84863893762169)",AUSTIN,78730,2803221,Routine Inspection,
Austin's Pizza,,3/7/2019,96,"3601 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.214278141475486, -97.83197906398689)",AUSTIN,78749,2802932,Routine Inspection,
Rincon Catracho Restaurant,,7/12/2018,81,"1729 E RIVERSIDE DR
AUSTIN, TX 78741
(30.2432308582188, -97.73038414180246)",AUSTIN,78741,10926960,Routine Inspection,
La Fruta Feliz,,2/23/2018,92,"3124 MANOR RD
AUSTIN, TX 78723
(30.28679834541088, -97.70447895476231)",AUSTIN,78723,10192867,Routine Inspection,
Hopfields,,3/15/2018,91,"3110 GUADALUPE ST
AUSTIN, TX 78705
(30.298559528658153, -97.74110359494108)",AUSTIN,78705,10665383,Routine Inspection,
MN - Dollar General #6946,,6/5/2018,99,"12750 LAPOYNOR ST
MANOR, TX 78653
(30.335738821172026, -97.5594912138946)",AUSTIN,78653,2804037,Routine Inspection,
Berry Austin,,9/13/2016,97,"5523 BALCONES DR
AUSTIN, TX 78731
(30.336674251955845, -97.75721532175442)",AUSTIN,78731,10371863,Routine Inspection,
Avenue B Grocery,,10/15/2018,96,"4403 AVENUE
AUSTIN, TX 78751
(30.309051400621055, -97.7314301959142)",AUSTIN,78751,2800110,Routine Inspection,
Hilton Austin -Starbucks,STARBUCKS,7/21/2017,96,"500 E 4TH ST
AUSTIN, TX 78701
(30.26507014309623, -97.73863081125087)",AUSTIN,78701,2802329,Routine Inspection,
Poco Loco Supermercado - Grocery/Produce/Carniceria,,8/22/2017,86,"611 W BEN WHITE BLVD
AUSTIN, TX 78745
(30.225738610665232, -97.77086631063722)",AUSTIN,78745,11258727,Routine Inspection,
Galindo Elementary,,10/19/2017,96,"3800 S 2ND ST
AUSTIN, TX 78704
(30.229506446110477, -97.77190762307924)",AUSTIN,78704,2800146,Routine Inspection,
Auntie Anne's Pretzels,,11/10/2016,96,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.257892799713936, -97.80700989442836)",AUSTIN,78746,10291231,Routine Inspection,
Hyridge Mart,,8/2/2018,84,"3503 HYRIDGE DR
AUSTIN, TX 78759
(30.37398275808103, -97.74095171347336)",AUSTIN,78759,11184972,Routine Inspection,
Conans Pizza - South,,3/17/2017,95,"2018 W STASSNEY LN
AUSTIN, TX 78745
(30.21623634750685, -97.79825859242484)",AUSTIN,78745,2800196,Routine Inspection,
McDonald's,McDonald's,3/28/2017,82,"2426 E RIVERSIDE DR
AUSTIN, TX 78741
(30.23579603326934, -97.7241381751327)",AUSTIN,78741,2801771,Routine Inspection,
Hampton Inn and Suites Austin,,11/10/2016,90,"10811 PECAN PARK BLVD
AUSTIN, TX 78750
(30.46351918688959, -97.80301420073512)",AUSTIN,78750,10016822,Routine Inspection,
BC - All Star Burger,,3/27/2018,79,"12921 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.309710050528107, -97.94305358312653)",AUSTIN,78738,10655048,Routine Inspection,
The Cake Plate,,7/9/2018,98,"1104 N CUERNAVACA DR
AUSTIN, TX 78733
(30.335151159991476, -97.8663416952702)",AUSTIN,78733,10000696,Routine Inspection,
Bun Belly,,7/11/2018,81,"5001 AIRPORT BLVD
AUSTIN, TX 78751
(30.31119350004095, -97.71506458985596)",AUSTIN,78751,11288658,Routine Inspection,
Gorzycki Middle School,,12/14/2018,100,"7412 W SLAUGHTER LN
AUSTIN, TX 78749
(30.214617162781632, -97.89159015031349)",AUSTIN,78749,10326563,Routine Inspection,
Lucille,,9/28/2016,90,"77 RAINEY ST
AUSTIN, TX 78701
(30.25876929125672, -97.7384729802567)",AUSTIN,78701,10900344,Routine Inspection,
Playland Skating Center,,2/20/2018,93,"8822 MC CANN DR
AUSTIN, TX 78757
(30.373183233447175, -97.73002265035399)",AUSTIN,78757,2801910,Routine Inspection,
Papalote Taco House,,1/20/2017,81,"13219 N US 183 HWY
AUSTIN, TX 78729
(30.44351421109445, -97.784109762823)",AUSTIN,78729,11365388,Routine Inspection,
Ashford Montessori,,11/29/2018,100,"20301 JACKIES RANCH BLVD
PFLUGERVILLE, TX 78660
(30.475409715332468, -97.56163694686953)",AUSTIN,78660,10339477,Routine Inspection,
Subway # 63381,SUBWAY,5/3/2017,89,"7112 ED BLUESTEIN BLVD
AUSTIN, TX 78723
(30.312564782427636, -97.66380213698123)",AUSTIN,78723,11280513,Routine Inspection,
Jack in the Box #825,,8/30/2017,87,"814 E RUNDBERG LN
AUSTIN, TX 78753
(30.357862545084544, -97.68662031361023)",AUSTIN,78753,10789876,Routine Inspection,
"Callaway House Austin, The",,2/14/2017,96,"505 W 22ND ST
AUSTIN, TX 78705
(30.284946343654273, -97.74342853322024)",AUSTIN,78705,10968230,Routine Inspection,
Jollyville Elementary,,10/24/2017,100,"6720 CORPUS CHRISTI DR
AUSTIN, TX 78729
(30.444491483363816, -97.75000867922978)",AUSTIN,78729,2800569,Routine Inspection,
North by Northwest,,5/24/2018,80,"10010 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78759
(30.39100768125986, -97.7386784057093)",AUSTIN,78759,2801103,Routine Inspection,
Pizza Hut #7111,,10/24/2016,91,"12636 RESEARCH BLVD
AUSTIN, TX 78759
(30.430712669982825, -97.76363485367409)",AUSTIN,78759,2802763,Routine Inspection,
WL - Primrose School of West Lake Hills,,10/18/2018,100,"3423 BEE CAVES RD
WEST LAKE HILLS, TX 78746
(30.2751519338636, -97.80389018716447)",AUSTIN,78746,11776057,Routine Inspection,
Ruta Maya Importing Ltd.,,12/27/2017,92,"6231 E STASSNEY LN
AUSTIN, TX 78744
(30.200885691798394, -97.72099613189121)",AUSTIN,78744,11705232,Routine Inspection,
Austin's Pizza # 40,,5/14/2018,89,"2928 GUADALUPE ST
AUSTIN, TX 78705
(30.2963606087468, -97.74253106753777)",AUSTIN,78705,11031174,Routine Inspection,
Modern Market,,12/17/2018,93,"3201 BEE CAVES RD
AUSTIN, TX 78746
(30.272814654152963, -97.80018542011135)",AUSTIN,78746,11709808,Routine Inspection,
HEB Food Store #227,,2/2/2017,97,"2110 W SLAUGHTER LN
AUSTIN, TX 78748
(30.17543030297204, -97.82564990277422)",AUSTIN,78748,2803444,Routine Inspection,
El Jacalito,,3/23/2017,82,"2030 E OLTORF ST
AUSTIN, TX 78741
(30.230785720869374, -97.73215619278693)",AUSTIN,78741,11452574,Routine Inspection,
Voodoo Doughnut,,8/12/2016,88,"212 E 6TH ST
AUSTIN, TX 78701
(30.267752626992575, -97.74071158505987)",AUSTIN,78701,11404240,Routine Inspection,
Westlake PTO Stadium,,10/14/2016,95,"4100 WESTBANK DR
WEST LAKE HILLS, TX 78746
(30.27612342473201, -97.81537363198892)",AUSTIN,78746,2802427,Routine Inspection,
Firehouse Subs,,5/25/2017,91,"11101 BURNET RD
AUSTIN, TX 78758
(30.395457902835805, -97.71944455960764)",AUSTIN,78758,11526780,Routine Inspection,
SV - Sunset Valley Elementary,,9/9/2016,100,"3000 JONES RD
SUNSET VALLEY, TX 78745
(30.22728195793528, -97.80704810759056)",AUSTIN,78745,2800490,Routine Inspection,
Muangthai Thai Cuisine,,6/30/2017,82,"13945 N US 183 HWY
AUSTIN, TX 78717
(30.47106443626094, -97.79644444312784)",AUSTIN,78717,10246937,Routine Inspection,
WL - Starbucks Coffee #6238,STARBUCKS,1/7/2019,89,"701 S CAPITAL OF TEXAS HWY
WEST LAKE HILLS, TX 78746
(30.292995279949633, -97.82733249251322)",AUSTIN,78746,10942718,Routine Inspection,
LW - Hills Country Club-World of Tennis,,7/10/2017,99,"1 WORLD OF TENNIS SQ
LAKEWAY, TX 78738
(30.351949080949435, -97.99810032526656)",AUSTIN,78738,10002985,Routine Inspection,
Kinda Tropical,,10/5/2017,87,"3501 E 7TH ST
AUSTIN, TX 78702
(30.2568405350762, -97.70317466293395)",AUSTIN,78702,11693814,Routine Inspection,
Amy's Ice Cream,,8/2/2016,89,"1012 W 6TH ST
AUSTIN, TX 78703
(30.27190766501638, -97.75444835004666)",AUSTIN,78703,2800027,Routine Inspection,
413 Bar,,3/25/2017,78,"413 E 6TH ST
AUSTIN, TX 78701
(30.266697946961816, -97.73885159600786)",AUSTIN,78701,10839037,Routine Inspection,
"Fairmont Austin - Banquet Operation (Level 3,4,5)",,10/16/2018,92,"101 RED RIVER ST
AUSTIN, TX 78701
(30.26199258254312, -97.73863459223553)",AUSTIN,78701,11853708,Routine Inspection,
Southern Burger Bistro Co.,,5/25/2017,88,"2039 AIRPORT BLVD
AUSTIN, TX 78722
(30.284579366053652, -97.70446748919467)",AUSTIN,78722,10561044,Routine Inspection,
Gonzalo Garza Independence H S,,3/5/2019,100,"1600 CHICON ST
AUSTIN, TX 78702
(30.27750338124816, -97.72121887230774)",AUSTIN,78702,2801228,Routine Inspection,
Jeremiah Program CDC,,10/23/2018,98,"1200 PAUL TERESA SALDANA ST
AUSTIN, TX 78702
(30.26931813953808, -97.70342976619689)",AUSTIN,78702,11920756,Routine Inspection,
Icenhauer's,,5/4/2017,92,"83 RAINEY ST
AUSTIN, TX 78701
(30.259399863841505, -97.73823821575945)",AUSTIN,78701,10489866,Routine Inspection,
Yo So Cool,,4/17/2018,95,"1201 BARBARA JORDAN BLVD
AUSTIN, TX 78723
(30.306359708243914, -97.70916767483146)",AUSTIN,78723,10410518,Routine Inspection,
Austin's Pizza,,8/21/2017,90,"3601 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.214278141475486, -97.83197906398689)",AUSTIN,78749,2802932,Routine Inspection,
Jimmy John's #1008,,2/16/2017,100,"610 E STASSNEY LN
AUSTIN, TX 78745
(30.20163793263113, -97.76935518078713)",AUSTIN,78745,10621495,Routine Inspection,
BC - Primrose School of Bee Cave,,11/7/2018,100,"3801 JUNIPER TRCE
BEE CAVE, TX 78738
(30.308671207578897, -97.9355510626998)",AUSTIN,78738,11225177,Routine Inspection,
Caritas Of Austin,,1/22/2018,92,"501 E 7TH ST
AUSTIN, TX 78701
(30.270171999231017, -97.74724550967109)",AUSTIN,78701,2801462,Routine Inspection,
Kasbah Hookah Lounge,,5/14/2018,96,"2714 GUADALUPE ST
AUSTIN, TX 78705
(30.29271311238646, -97.74168847186127)",AUSTIN,78705,11520464,Routine Inspection,
Bao'd Up,,7/31/2018,92,"1911 ALDRICH ST
AUSTIN, TX 78723
(30.29863812398876, -97.70437047883715)",AUSTIN,78723,11747511,Routine Inspection,
Pizza Hut,,7/13/2018,99,"1901 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.20188498450306, -97.80505886528006)",AUSTIN,78745,2802765,Routine Inspection,
"PPD Development, LLC",,2/20/2018,95,"7551 METRO CENTER DR
AUSTIN, TX 78744
(30.213080395138952, -97.6940531063304)",AUSTIN,78744,10728167,Routine Inspection,
Jimmy John's # 1293,,11/7/2016,93,"1100 CENTER RIDGE DR
AUSTIN, TX 78753
(30.418046522946405, -97.67124090143318)",AUSTIN,78753,10693157,Routine Inspection,
Heartland Healthcare Center,,8/22/2016,97,"11406 RUSTIC ROCK DR
AUSTIN, TX 78750
(30.43063532388701, -97.78191471881864)",AUSTIN,78750,10105299,Routine Inspection,
Zocalo Cafe- Taqueria Fresca,,3/24/2017,84,"1110 WEST LYNN ST
AUSTIN, TX 78703
(30.28012047700771, -97.75948810185655)",AUSTIN,78703,10034278,Routine Inspection,
Coco's Cafe,,10/4/2016,82,"8557 RESEARCH BLVD
AUSTIN, TX 78758
(30.360978470908822, -97.71576511287962)",AUSTIN,78758,2801382,Routine Inspection,
Fixe,,8/31/2017,90,"500 W 5TH ST
AUSTIN, TX 78701
(30.268678127510455, -97.74785022080881)",AUSTIN,78701,11221365,Routine Inspection,
East Austin College Prep,,3/20/2018,99,"6002 JAIN LN
AUSTIN, TX 78721
(30.261054170346725, -97.68273305422073)",AUSTIN,78721,11753255,Routine Inspection,
BC - Schmidt Family Barbecue,,8/9/2018,93,"12532 FM 2244 RD
BEE CAVE, TX 78738
(30.30553590586224, -97.93546594244305)",AUSTIN,78738,10967911,Routine Inspection,
Driskill Hotel - Lobby Bar,,8/4/2016,92,"604 BRAZOS ST
AUSTIN, TX 78701
(30.268142105968206, -97.74171674168682)",AUSTIN,78701,10917617,Routine Inspection,
Corner Store # 2194,,7/25/2017,90,"1706 E WILLIAM CANNON DR
AUSTIN, TX 78744
(30.189531843088357, -97.76710290922503)",AUSTIN,78744,2803593,Routine Inspection,
Willie's Burgers and BBQ,,7/9/2018,86,"21018 W SH
SPICEWOOD, TX 78669
(30.351860086131527, -98.06279147825266)",AUSTIN,78669,10030534,Routine Inspection,
Abilene FE-FE LLC,,12/20/2017,89,"13945 N US 183 HWY
AUSTIN, TX 78717
(30.47106443626094, -97.79644444312784)",AUSTIN,78717,11574426,Routine Inspection,
Accent Food Services,,10/25/2017,95,"5930 MIDDLE FISKVILLE RD
AUSTIN, TX 78752
(30.32265767168961, -97.71218922532869)",AUSTIN,78752,11313924,Routine Inspection,
Tokyo Gardens,,4/27/2018,99,"2110 W SLAUGHTER LN
AUSTIN, TX 78748
(30.17543030297204, -97.82564990277422)",AUSTIN,78748,2803164,Routine Inspection,
Veggie Heaven,,10/31/2018,85,"1611 W 5TH ST
AUSTIN, TX 78703
(30.27433671156368, -97.7644897591946)",AUSTIN,78703,11569233,Routine Inspection,
Rita's Mexican Restaurant,,4/17/2018,80,"1934 RUTLAND DR
AUSTIN, TX 78758
(30.37972686102324, -97.7130269220052)",AUSTIN,78758,2800557,Routine Inspection,
"Texas Coffee Traders, Inc.",,10/22/2018,99,"1400 E 4TH ST
AUSTIN, TX 78702
(30.262026370808915, -97.72874657095822)",AUSTIN,78702,2802613,Routine Inspection,
Maiko Sushi Lounge,,11/29/2016,81,"311 W 6TH ST
AUSTIN, TX 78701
(30.26864090998872, -97.74584860739441)",AUSTIN,78701,2802367,Routine Inspection,
Ruth's Chris Steak House,,10/6/2016,83,"107 W 6TH ST
AUSTIN, TX 78701
(30.26810993208166, -97.74356978284554)",AUSTIN,78701,11095928,Routine Inspection,
Great Hills Golf Club,,12/28/2016,75,"5914 LOST HORIZON DR
AUSTIN, TX 78759
(30.403087968963316, -97.76660927837793)",AUSTIN,78759,2800299,Routine Inspection,
Cuvee Coffee,,7/10/2018,94,"2000 E 6TH ST
AUSTIN, TX 78702
(30.26153019734833, -97.72099200711872)",AUSTIN,78702,11192795,Routine Inspection,
Kid Spa Austin,,1/28/2019,95,"10526 W PARMER LN
AUSTIN, TX 78717
(30.497381601027552, -97.77395435269817)",AUSTIN,78717,10894074,Routine Inspection,
Gus Garcia Young Men's Leadership Academy,,10/29/2018,99,"7414 JOHNNY MORRIS RD
AUSTIN, TX 78724
(30.30979851138668, -97.64336144782709)",AUSTIN,78724,10065968,Routine Inspection,
RW - Panera Bread Bakery and Cafe,,2/24/2017,96,"2805 BEE CAVES RD
ROLLINGWOOD, TX 78746
(30.27073906528373, -97.78950265039862)",AUSTIN,78746,10003334,Routine Inspection,
Fairfield Inn and Suites Austin NW/Research,,8/29/2017,100,"13087 N US 183 HWY
AUSTIN, TX 78729
(30.440645834070047, -97.7794749238658)",AUSTIN,78729,11642557,Routine Inspection,
Safe Haven,,4/4/2017,96,"5307 E RIVERSIDE DR
AUSTIN, TX 78741
(30.228556102164237, -97.71357857858058)",AUSTIN,78741,2802869,Routine Inspection,
Pluckers Wing Bar,,1/23/2018,89,"11066 PECAN PARK BLVD
AUSTIN, TX 78613
(30.47032727352477, -97.80159647082253)",AUSTIN,78613,10025010,Routine Inspection,
Family Dollar Store #3416,,7/20/2017,94,"500 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.19655003772933, -97.78511241828906)",AUSTIN,78745,10003490,Routine Inspection,
Tinseltown USA Pflugerville,,2/13/2018,100,"15436 FM
PFLUGERVILLE, TX 78660
(30.447891800604836, -97.6635057218747)",AUSTIN,78660,2801050,Routine Inspection,
Dia's Market,,2/2/2017,84,"812 JUSTIN LN
AUSTIN, TX 78757
(30.33740337750917, -97.72040318304099)",AUSTIN,78757,11388789,Routine Inspection,
Mango Mango Dessert,,3/12/2019,91,"2222 RIO GRANDE ST
AUSTIN, TX 78705
(30.286858591427404, -97.74501884969868)",AUSTIN,78705,12003300,Routine Inspection,
Taco Bell #030140,TACO BELL,10/16/2018,98,"201 E OLTORF ST
AUSTIN, TX 78704
(30.237785826743277, -97.75250502745672)",AUSTIN,78704,11066742,Routine Inspection,
HEB Grocery -Retail & Meat/Seafood Market,,10/19/2018,93,"1801 E 51ST ST
AUSTIN, TX 78723
(30.301790674761705, -97.6986712260103)",AUSTIN,78723,10971971,Routine Inspection,
Texican Cafe,,3/8/2018,86,"11066 PECAN PARK BLVD
AUSTIN, TX 78613
(30.47032727352477, -97.80159647082253)",AUSTIN,78613,2802131,Routine Inspection,
Twin Peaks,,3/28/2017,92,"701 E STASSNEY LN
AUSTIN, TX 78745
(30.200378267463133, -97.76887722695405)",AUSTIN,78745,10080943,Routine Inspection,
Carrabba's Italian Grill,,1/4/2019,88,"11590 RESEARCH BLVD
AUSTIN, TX 78759
(30.41482635231806, -97.74700185266103)",AUSTIN,78759,10306272,Routine Inspection,
College House Inc - Halstead,,4/24/2017,96,"1905 NUECES ST
AUSTIN, TX 78705
(30.28302321113095, -97.74384370860035)",AUSTIN,78705,10174988,Routine Inspection,
"Iron Works, The",,1/29/2019,90,"100 RED RIVER ST
AUSTIN, TX 78701
(30.261723509398056, -97.73903358163288)",AUSTIN,78701,2800645,Routine Inspection,
Longhorn Village - Memory Support Country Kitchen,,2/28/2019,100,"12001 LONGHORN PKWY
AUSTIN, TX 78732
(30.350636701410348, -97.91117611332012)",AUSTIN,78732,10260205,Routine Inspection,
Taco Cabana #129,,12/30/2016,79,"2507 E RIVERSIDE DR
AUSTIN, TX 78741
(30.233760694748963, -97.724269180333)",AUSTIN,78741,2800922,Routine Inspection,
Katuburto,,8/16/2017,73,"402 E 6TH ST
AUSTIN, TX 78701
(30.26733901094505, -97.73899913001438)",AUSTIN,78701,2802486,Routine Inspection,
Sprinkles,,8/25/2017,95,"3120 PALM WAY
AUSTIN, TX 78758
(30.40279470423929, -97.72133190184972)",AUSTIN,78758,11663014,Routine Inspection,
Amy's Ice Cream,,1/3/2017,95,"9600 S IH
AUSTIN, TX 78748
(30.160573658436128, -97.79244598072681)",AUSTIN,78748,10014585,Routine Inspection,
Dawson Elementary,,9/19/2017,99,"3001 S 1ST ST
AUSTIN, TX 78704
(30.235167604016457, -97.7638491586258)",AUSTIN,78704,2800137,Routine Inspection,
Tienda Mexicana,,7/20/2017,86,"825 E RUNDBERG LN
AUSTIN, TX 78753
(30.356446386005587, -97.686853112491)",AUSTIN,78753,10692976,Routine Inspection,
K1 Speed,,2/7/2018,100,"2500 MC HALE CT
AUSTIN, TX 78758
(30.385147254928278, -97.7212246081292)",AUSTIN,78758,10771103,Routine Inspection,
Lustre Pearl East,,7/12/2018,90,"114 LINDEN ST
AUSTIN, TX 78702
(30.25305403464309, -97.71075206781451)",AUSTIN,78702,11431732,Routine Inspection,
Marble Slab Creamery,,9/22/2016,93,"14010 N US 183 HWY
AUSTIN, TX 78613
(30.473719104597297, -97.80132552080768)",AUSTIN,78613,10913688,Routine Inspection,
Randall's #2485(Deli),,7/12/2017,90,"2025 W BEN WHITE BLVD
AUSTIN, TX 78745
(30.22925157333938, -97.79009842592988)",AUSTIN,78745,2800908,Routine Inspection,
Skyline Terrace Housing LP,,9/17/2018,99,"1212 W BEN WHITE BLVD
AUSTIN, TX 78704
(30.228516722938636, -97.77808873067855)",AUSTIN,78704,11748552,Routine Inspection,
"WL - Tacodeli V, L.L.C.",,9/14/2018,86,"701 S CAPITAL OF TEXAS HWY
WEST LAKE HILLS, TX 78746
(30.292995279949633, -97.82733249251322)",AUSTIN,78746,11144765,Routine Inspection,
"LW - Cigar Room, The",,6/23/2017,97,"1310 S FM 620 RD
LAKEWAY, TX 78734
(30.349771927194453, -97.96494024834251)",AUSTIN,78734,10209977,Routine Inspection,
Stop 71,,6/13/2018,72,"8314 W SH
AUSTIN, TX 78735
(30.247700698128245, -97.88858272231707)",AUSTIN,78735,2803909,Routine Inspection,
McCallum High School,,11/15/2017,97,"5600 SUNSHINE DR
AUSTIN, TX 78756
(30.326250033712196, -97.72983692396423)",AUSTIN,78756,2800177,Routine Inspection,
Subway # 63381,SUBWAY,3/16/2018,91,"7112 ED BLUESTEIN BLVD
AUSTIN, TX 78723
(30.312564782427636, -97.66380213698123)",AUSTIN,78723,11280513,Routine Inspection,
Driskill Hotel - Lobby Bar,,3/8/2018,98,"604 BRAZOS ST
AUSTIN, TX 78701
(30.268142105968206, -97.74171674168682)",AUSTIN,78701,10917617,Routine Inspection,
Eurest Dining Services Compass Group,,1/8/2019,83,"11601 ALTERRA PKWY
AUSTIN, TX 78758
(30.40193970295556, -97.71874027733057)",AUSTIN,78758,11708824,Routine Inspection,
D.J.'s American Grill/Embassy,,12/27/2018,81,"9505 STONELAKE BLVD
AUSTIN, TX 78759
(30.385153688369165, -97.73850520837887)",AUSTIN,78759,2801188,Routine Inspection,
Riojas Elementary,,1/19/2018,100,"3400 CRISPIN HALL LN
PFLUGERVILLE, TX 78660
(30.467477124273085, -97.56780356554016)",AUSTIN,78660,10470974,Routine Inspection,
Pelons,,1/10/2019,79,"802 RED RIVER ST
AUSTIN, TX 78701
(30.268731895996407, -97.73661459142059)",AUSTIN,78701,10730245,Routine Inspection,
